               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.039451,           0.0095779,            0.013297,             0.69638,                   1,             0.90624,             0.72464,            0.027028,           0.0053218,           0.0043315,            0.007282,            0.007282,            0.007282
                 153,            0.034111,            0.010816,           0.0095311,             0.54973,                   1,             0.89555,             0.59246,            0.029754,           0.0055188,           0.0043597,            0.007264,            0.007264,            0.007264
                 154,            0.036577,           0.0088484,           0.0094978,             0.98171,                   1,               0.995,             0.73382,            0.023232,           0.0052989,           0.0041112,            0.007246,            0.007246,            0.007246
                 155,            0.035766,           0.0090383,           0.0070914,             0.98771,                   1,               0.995,              0.6579,             0.02496,           0.0054559,           0.0042359,            0.007228,            0.007228,            0.007228
                 156,            0.038789,            0.011811,           0.0086952,             0.98771,                   1,               0.995,              0.6579,             0.02496,           0.0054559,           0.0042359,             0.00721,             0.00721,             0.00721
                 157,            0.034263,            0.010136,           0.0091938,             0.98858,                   1,               0.995,             0.78448,            0.020377,           0.0052495,           0.0041996,            0.007192,            0.007192,            0.007192
                 158,            0.033339,           0.0088237,           0.0076877,              0.9817,                   1,               0.995,             0.71974,            0.025743,           0.0054924,           0.0043302,            0.007174,            0.007174,            0.007174
                 159,            0.037324,            0.011364,            0.011985,             0.96715,             0.99543,               0.995,             0.78083,            0.022177,           0.0052845,           0.0044224,            0.007156,            0.007156,            0.007156
                 160,            0.029623,           0.0099642,           0.0082305,             0.96715,             0.99543,               0.995,             0.78083,            0.022177,           0.0052845,           0.0044224,            0.007138,            0.007138,            0.007138
                 161,            0.030117,            0.010033,           0.0099099,             0.98306,             0.98039,               0.995,             0.78274,            0.018189,           0.0050723,           0.0043005,             0.00712,             0.00712,             0.00712
                 162,            0.029213,            0.010171,           0.0072769,               0.971,             0.99365,               0.995,             0.56218,            0.028242,           0.0057867,             0.00415,            0.007102,            0.007102,            0.007102
                 163,            0.035629,           0.0083332,           0.0061244,             0.99299,                   1,               0.995,             0.80568,            0.021247,            0.005245,           0.0040234,            0.007084,            0.007084,            0.007084
                 164,             0.03083,            0.011517,            0.011803,             0.99299,                   1,               0.995,             0.80568,            0.021247,            0.005245,           0.0040234,            0.007066,            0.007066,            0.007066
                 165,            0.024003,           0.0069839,           0.0062402,             0.99398,                   1,               0.995,             0.79962,             0.01958,           0.0052411,            0.003979,            0.007048,            0.007048,            0.007048
                 166,            0.027752,           0.0086916,            0.013243,             0.94112,             0.97619,             0.97276,             0.60789,             0.03138,           0.0061243,           0.0040259,             0.00703,             0.00703,             0.00703
                 167,            0.042277,           0.0087757,            0.011302,             0.94669,                   1,             0.99267,             0.69686,            0.024435,           0.0053778,           0.0040114,            0.007012,            0.007012,            0.007012
                 168,            0.034271,             0.01002,           0.0086985,             0.94669,                   1,             0.99267,             0.69686,            0.024435,           0.0053778,           0.0040114,            0.006994,            0.006994,            0.006994
                 169,            0.029851,            0.010625,           0.0081657,             0.99304,                   1,               0.995,             0.69192,            0.019265,           0.0052531,           0.0040412,            0.006976,            0.006976,            0.006976
                 170,            0.033393,           0.0077719,           0.0086336,             0.98991,                   1,               0.995,              0.6611,              0.0289,             0.00582,           0.0043719,            0.006958,            0.006958,            0.006958
                 171,            0.044573,            0.010948,           0.0094303,             0.98948,                   1,               0.995,             0.74871,            0.017431,           0.0054027,           0.0044803,             0.00694,             0.00694,             0.00694
                 172,             0.03216,           0.0088612,            0.019422,             0.98948,                   1,               0.995,             0.74871,            0.017431,           0.0054027,           0.0044803,            0.006922,            0.006922,            0.006922
                 173,            0.027686,           0.0088771,            0.010754,             0.99117,                   1,               0.995,             0.74488,            0.019052,           0.0053306,           0.0044893,            0.006904,            0.006904,            0.006904
                 174,            0.025158,           0.0087457,           0.0071175,             0.91189,                   1,              0.9838,             0.78104,            0.021174,           0.0054924,           0.0044875,            0.006886,            0.006886,            0.006886
                 175,            0.030542,           0.0098316,           0.0082969,              0.9468,             0.95238,             0.98953,             0.62417,            0.024356,           0.0055201,           0.0048567,            0.006868,            0.006868,            0.006868
                 176,            0.033759,           0.0095196,            0.012074,              0.9468,             0.95238,             0.98953,             0.62417,            0.024356,           0.0055201,           0.0048567,             0.00685,             0.00685,             0.00685
                 177,             0.03012,           0.0097504,           0.0081618,             0.85232,             0.97619,              0.9561,              0.7163,            0.021913,           0.0054642,           0.0054497,            0.006832,            0.006832,            0.006832
                 178,            0.035707,           0.0097045,            0.012304,             0.83732,             0.97619,             0.94759,             0.66659,            0.024804,           0.0059052,           0.0053368,            0.006814,            0.006814,            0.006814
                 179,            0.038912,           0.0098455,           0.0099343,             0.73468,             0.98774,             0.90137,             0.68312,            0.019215,            0.005325,           0.0051089,            0.006796,            0.006796,            0.006796
                 180,            0.026227,           0.0096549,           0.0080788,             0.73468,             0.98774,             0.90137,             0.68312,            0.019215,            0.005325,           0.0051089,            0.006778,            0.006778,            0.006778
                 181,              0.0258,            0.010439,             0.01435,             0.95601,             0.98022,               0.995,             0.83947,            0.016486,           0.0052467,           0.0050244,             0.00676,             0.00676,             0.00676
                 182,             0.03053,            0.010361,            0.009814,              0.9246,             0.97619,              0.9918,             0.75492,            0.024598,           0.0056948,           0.0050509,            0.006742,            0.006742,            0.006742
                 183,            0.037533,            0.010187,            0.010232,              0.9896,                   1,               0.995,             0.77572,            0.019182,           0.0054221,           0.0037861,            0.006724,            0.006724,            0.006724
                 184,            0.030292,           0.0099407,            0.011511,              0.9896,                   1,               0.995,             0.77572,            0.019182,           0.0054221,           0.0037861,            0.006706,            0.006706,            0.006706
                 185,            0.027081,           0.0075582,           0.0071287,             0.99172,                   1,               0.995,             0.78939,            0.015871,           0.0050353,           0.0036041,            0.006688,            0.006688,            0.006688
                 186,            0.030789,            0.012338,           0.0089069,             0.99283,                   1,               0.995,             0.67035,            0.021734,           0.0052075,           0.0035347,             0.00667,             0.00667,             0.00667
                 187,            0.036987,           0.0081674,           0.0083212,             0.99362,                   1,               0.995,             0.70685,            0.019237,           0.0050443,           0.0034852,            0.006652,            0.006652,            0.006652
                 188,            0.024907,           0.0087649,             0.01116,             0.99362,                   1,               0.995,             0.70685,            0.019237,           0.0050443,           0.0034852,            0.006634,            0.006634,            0.006634
                 189,            0.023233,            0.009545,            0.013388,             0.99598,                   1,               0.995,             0.81799,            0.016736,           0.0048969,           0.0036132,            0.006616,            0.006616,            0.006616
                 190,            0.024112,           0.0091712,           0.0086051,              0.9607,             0.99755,             0.99409,             0.84586,            0.018222,           0.0050952,           0.0041363,            0.006598,            0.006598,            0.006598
                 191,            0.031473,            0.010556,            0.012107,              0.9959,                   1,               0.995,             0.83628,            0.020483,           0.0051523,           0.0033888,             0.00658,             0.00658,             0.00658
                 192,            0.027143,           0.0079331,           0.0073734,              0.9959,                   1,               0.995,             0.83628,            0.020483,           0.0051523,           0.0033888,            0.006562,            0.006562,            0.006562
                 193,            0.026815,           0.0096039,           0.0081094,               0.996,                   1,               0.995,             0.81516,            0.017225,           0.0049449,           0.0033429,            0.006544,            0.006544,            0.006544
                 194,            0.024775,            0.010188,           0.0098633,             0.99618,                   1,               0.995,             0.83681,            0.015615,           0.0051328,           0.0032816,            0.006526,            0.006526,            0.006526
                 195,            0.027597,            0.010433,           0.0068264,             0.99643,                   1,               0.995,             0.83615,             0.02388,           0.0053797,           0.0032252,            0.006508,            0.006508,            0.006508
                 196,            0.032066,           0.0092015,           0.0073441,             0.99643,                   1,               0.995,             0.83615,             0.02388,           0.0053797,           0.0032252,             0.00649,             0.00649,             0.00649
                 197,             0.02878,           0.0095927,           0.0069785,             0.97515,                   1,               0.995,             0.82841,            0.021584,           0.0051901,           0.0031617,            0.006472,            0.006472,            0.006472
                 198,             0.03373,           0.0088489,           0.0076348,             0.95861,                   1,               0.995,             0.69172,            0.022883,           0.0055073,           0.0032285,            0.006454,            0.006454,            0.006454
                 199,            0.034845,           0.0099556,           0.0095476,             0.99551,                   1,               0.995,             0.68385,            0.020499,           0.0049827,           0.0032613,            0.006436,            0.006436,            0.006436
                 200,            0.028211,           0.0084674,            0.012014,             0.99551,                   1,               0.995,             0.68385,            0.020499,           0.0049827,           0.0032613,            0.006418,            0.006418,            0.006418
                 201,            0.023515,           0.0085899,            0.007002,             0.99359,                   1,               0.995,              0.7342,             0.01762,           0.0049694,           0.0033433,              0.0064,              0.0064,              0.0064
                 202,            0.028612,           0.0073998,            0.010153,             0.97265,             0.96429,             0.98085,             0.75562,            0.024803,           0.0054841,           0.0044245,            0.006382,            0.006382,            0.006382
                 203,            0.030665,           0.0073946,            0.015425,             0.95815,             0.99749,             0.98318,             0.71291,             0.01953,           0.0053831,           0.0044577,            0.006364,            0.006364,            0.006364
                 204,            0.027608,           0.0090273,            0.010428,             0.95815,             0.99749,             0.98318,             0.71291,             0.01953,           0.0053831,           0.0044577,            0.006346,            0.006346,            0.006346
                 205,            0.024506,           0.0087791,           0.0068527,             0.95847,             0.99748,             0.98205,             0.77464,            0.018401,           0.0052428,           0.0044902,            0.006328,            0.006328,            0.006328
                 206,            0.028829,           0.0091093,           0.0080652,             0.92147,             0.99744,             0.98421,             0.78396,            0.022342,           0.0055348,             0.00449,             0.00631,             0.00631,             0.00631
                 207,            0.032488,           0.0088571,           0.0075566,             0.98858,             0.99571,               0.995,             0.73099,            0.020048,           0.0054007,           0.0037676,            0.006292,            0.006292,            0.006292
                 208,            0.029935,           0.0090142,            0.014981,             0.98858,             0.99571,               0.995,             0.73099,            0.020048,           0.0054007,           0.0037676,            0.006274,            0.006274,            0.006274
                 209,            0.028429,            0.010575,           0.0086918,             0.99281,                   1,               0.995,             0.81757,            0.018559,           0.0053735,           0.0035828,            0.006256,            0.006256,            0.006256
                 210,            0.024429,           0.0077627,           0.0070273,             0.99157,                   1,               0.995,             0.81628,            0.016021,           0.0053306,            0.003584,            0.006238,            0.006238,            0.006238
                 211,            0.024178,           0.0073412,           0.0063312,             0.99252,                   1,               0.995,             0.81738,            0.019802,           0.0053338,           0.0035655,             0.00622,             0.00622,             0.00622
                 212,             0.03051,           0.0089528,            0.011561,             0.99252,                   1,               0.995,             0.81738,            0.019802,           0.0053338,           0.0035655,            0.006202,            0.006202,            0.006202
                 213,            0.027237,            0.009016,           0.0076978,             0.97228,             0.99652,               0.995,             0.81364,            0.017282,           0.0052049,           0.0041737,            0.006184,            0.006184,            0.006184
                 214,            0.024138,           0.0085282,           0.0056711,             0.90202,             0.97761,               0.995,             0.85198,            0.015405,           0.0050637,           0.0052375,            0.006166,            0.006166,            0.006166
                 215,            0.028486,           0.0085629,           0.0067006,             0.87017,             0.98927,             0.99267,             0.63483,            0.024734,           0.0053219,            0.006156,            0.006148,            0.006148,            0.006148
                 216,            0.033437,           0.0090241,           0.0090954,             0.87017,             0.98927,             0.99267,             0.63483,            0.024734,           0.0053219,            0.006156,             0.00613,             0.00613,             0.00613
                 217,            0.027038,            0.009252,              0.0137,             0.87081,             0.99656,             0.99267,             0.76239,            0.019147,           0.0049377,           0.0056723,            0.006112,            0.006112,            0.006112
                 218,             0.02951,           0.0085936,             0.01065,             0.94902,                   1,               0.995,             0.71817,            0.022469,           0.0055251,           0.0039399,            0.006094,            0.006094,            0.006094
                 219,            0.036888,           0.0081252,            0.010528,             0.99602,                   1,               0.995,             0.85166,             0.01365,           0.0047551,           0.0033882,            0.006076,            0.006076,            0.006076
                 220,            0.027342,            0.006867,            0.020416,             0.99602,                   1,               0.995,             0.85166,             0.01365,           0.0047551,           0.0033882,            0.006058,            0.006058,            0.006058
                 221,            0.024993,           0.0086991,            0.010011,             0.99635,                   1,               0.995,             0.83603,            0.013599,           0.0047662,           0.0033242,             0.00604,             0.00604,             0.00604
                 222,            0.027349,            0.011647,           0.0084126,             0.99007,                   1,               0.995,             0.77568,            0.019625,           0.0050089,           0.0034398,            0.006022,            0.006022,            0.006022
                 223,            0.028801,           0.0087605,            0.010058,             0.85419,             0.96429,              0.9795,             0.65627,            0.019519,           0.0050615,           0.0035681,            0.006004,            0.006004,            0.006004
                 224,            0.025394,           0.0080867,           0.0070132,             0.85419,             0.96429,              0.9795,             0.65627,            0.019519,           0.0050615,           0.0035681,            0.005986,            0.005986,            0.005986
                 225,            0.022673,            0.008621,            0.010871,             0.96516,             0.99785,               0.995,             0.79863,            0.014387,           0.0048261,           0.0037977,            0.005968,            0.005968,            0.005968
                 226,            0.026434,            0.008725,           0.0098435,             0.96095,             0.99763,             0.99182,             0.78212,            0.021485,           0.0050575,           0.0039408,             0.00595,             0.00595,             0.00595
                 227,            0.031851,            0.009185,            0.005435,             0.96211,             0.99763,             0.99409,             0.78045,            0.016827,           0.0047048,           0.0038296,            0.005932,            0.005932,            0.005932
                 228,            0.026212,            0.010984,           0.0067601,             0.96211,             0.99763,             0.99409,             0.78045,            0.016827,           0.0047048,           0.0038296,            0.005914,            0.005914,            0.005914
                 229,             0.02521,            0.010414,            0.010994,             0.96015,             0.99758,             0.99295,             0.81623,            0.014329,           0.0046019,            0.003956,            0.005896,            0.005896,            0.005896
                 230,            0.025115,            0.010437,           0.0098147,             0.95819,             0.99759,             0.99182,             0.80535,            0.018747,           0.0049278,           0.0039674,            0.005878,            0.005878,            0.005878
                 231,            0.026187,           0.0068445,           0.0079667,              0.9945,                   1,               0.995,              0.8084,            0.015808,           0.0046793,           0.0030671,             0.00586,             0.00586,             0.00586
                 232,            0.028161,           0.0078418,           0.0082863,              0.9945,                   1,               0.995,              0.8084,            0.015808,           0.0046793,           0.0030671,            0.005842,            0.005842,            0.005842
                 233,            0.022152,           0.0086979,           0.0057352,             0.99474,                   1,               0.995,             0.80098,            0.013852,           0.0045875,           0.0030238,            0.005824,            0.005824,            0.005824
                 234,            0.020967,            0.008294,           0.0087302,              0.9947,                   1,               0.995,             0.81624,            0.013584,           0.0045738,           0.0029924,            0.005806,            0.005806,            0.005806
                 235,            0.024125,           0.0078051,           0.0063534,             0.99459,                   1,               0.995,             0.63034,            0.027249,           0.0056714,           0.0029439,            0.005788,            0.005788,            0.005788
                 236,            0.035527,           0.0089309,            0.014118,             0.99459,                   1,               0.995,             0.63034,            0.027249,           0.0056714,           0.0029439,             0.00577,             0.00577,             0.00577
                 237,            0.030061,           0.0079605,            0.009406,             0.97231,                   1,             0.98432,             0.72515,            0.022518,           0.0053214,           0.0029467,            0.005752,            0.005752,            0.005752
                 238,            0.029842,           0.0090018,           0.0077483,             0.99483,                   1,               0.995,             0.79949,            0.016855,           0.0046228,           0.0029535,            0.005734,            0.005734,            0.005734
                 239,            0.029413,           0.0079065,           0.0069939,             0.96185,                   1,             0.99267,             0.77449,            0.015668,           0.0046407,           0.0030021,            0.005716,            0.005716,            0.005716
                 240,            0.023496,           0.0081178,           0.0091868,             0.96185,                   1,             0.99267,             0.77449,            0.015668,           0.0046407,           0.0030021,            0.005698,            0.005698,            0.005698
                 241,            0.024364,           0.0093206,           0.0098304,             0.99417,                   1,               0.995,             0.86788,            0.012723,           0.0046137,           0.0030444,             0.00568,             0.00568,             0.00568
                 242,            0.022474,            0.010119,            0.006665,             0.98182,             0.99607,               0.995,             0.86973,            0.013082,           0.0045777,            0.003155,            0.005662,            0.005662,            0.005662
                 243,            0.023311,           0.0085463,           0.0085022,             0.98553,             0.97896,               0.995,             0.80701,             0.01813,           0.0048687,            0.003292,            0.005644,            0.005644,            0.005644
                 244,            0.027106,           0.0089537,           0.0086178,             0.98553,             0.97896,               0.995,             0.80701,             0.01813,           0.0048687,            0.003292,            0.005626,            0.005626,            0.005626
                 245,            0.024817,           0.0080687,            0.012486,             0.94819,             0.99768,               0.995,             0.83444,            0.015712,           0.0045093,           0.0034693,            0.005608,            0.005608,            0.005608
                 246,            0.025107,           0.0076355,           0.0073074,             0.96242,             0.97842,               0.995,             0.72735,            0.021104,           0.0049803,           0.0034499,             0.00559,             0.00559,             0.00559
                 247,             0.03152,           0.0092751,           0.0093364,             0.94589,             0.99702,               0.995,             0.83377,             0.01391,           0.0047262,           0.0034435,            0.005572,            0.005572,            0.005572
                 248,            0.023689,           0.0072241,           0.0068824,             0.94589,             0.99702,               0.995,             0.83377,             0.01391,           0.0047262,           0.0034435,            0.005554,            0.005554,            0.005554
                 249,            0.020256,           0.0070971,           0.0090211,             0.98078,             0.97113,               0.995,             0.87009,             0.01339,           0.0047097,           0.0032844,            0.005536,            0.005536,            0.005536
                 250,            0.027015,           0.0075292,            0.007373,             0.97272,             0.97713,               0.995,             0.68209,            0.022355,           0.0051568,           0.0033444,            0.005518,            0.005518,            0.005518
                 251,            0.032279,           0.0081263,           0.0076837,             0.98817,                   1,               0.995,             0.82393,            0.014392,           0.0048858,           0.0029771,              0.0055,              0.0055,              0.0055
                 252,             0.02211,           0.0095084,            0.015784,             0.98817,                   1,               0.995,             0.82393,            0.014392,           0.0048858,           0.0029771,            0.005482,            0.005482,            0.005482
                 253,            0.023301,           0.0088017,             0.01352,             0.98997,                   1,               0.995,             0.86653,            0.011935,           0.0047362,           0.0029379,            0.005464,            0.005464,            0.005464
                 254,            0.023915,           0.0077256,           0.0063746,             0.99119,                   1,               0.995,             0.74905,             0.01832,           0.0053122,           0.0029008,            0.005446,            0.005446,            0.005446
                 255,            0.024493,           0.0090107,           0.0076482,             0.99327,                   1,               0.995,             0.82203,             0.01289,           0.0049481,           0.0027923,            0.005428,            0.005428,            0.005428
                 256,            0.025634,           0.0092026,            0.008368,             0.99327,                   1,               0.995,             0.82203,             0.01289,           0.0049481,           0.0027923,             0.00541,             0.00541,             0.00541
                 257,            0.024153,            0.008059,           0.0073274,             0.99433,                   1,               0.995,             0.78891,            0.016859,           0.0048546,            0.002763,            0.005392,            0.005392,            0.005392
                 258,            0.030308,           0.0073887,           0.0081828,             0.99372,                   1,               0.995,             0.80554,            0.021198,           0.0054161,           0.0028085,            0.005374,            0.005374,            0.005374
                 259,            0.028929,           0.0084833,           0.0059672,             0.99434,                   1,               0.995,             0.86589,            0.015744,           0.0049502,           0.0027684,            0.005356,            0.005356,            0.005356
                 260,              0.0219,           0.0082385,           0.0059702,             0.99434,                   1,               0.995,             0.86589,            0.015744,           0.0049502,           0.0027684,            0.005338,            0.005338,            0.005338
                 261,            0.022838,           0.0093206,            0.006183,             0.99475,                   1,               0.995,             0.86138,            0.014129,           0.0049327,           0.0027607,             0.00532,             0.00532,             0.00532
                 262,            0.021507,           0.0081367,           0.0078166,             0.99404,                   1,               0.995,              0.8492,            0.015505,           0.0047295,           0.0026834,            0.005302,            0.005302,            0.005302
                 263,            0.025192,           0.0079598,            0.013933,              0.9949,                   1,               0.995,             0.78464,            0.015445,           0.0046322,           0.0026707,            0.005284,            0.005284,            0.005284
                 264,            0.022434,           0.0086604,           0.0081566,              0.9949,                   1,               0.995,             0.78464,            0.015445,           0.0046322,           0.0026707,            0.005266,            0.005266,            0.005266
                 265,            0.021054,           0.0087876,           0.0060766,             0.99511,                   1,               0.995,             0.83194,            0.014755,           0.0044804,            0.002648,            0.005248,            0.005248,            0.005248
                 266,             0.02344,           0.0077893,            0.023176,             0.99552,                   1,               0.995,             0.73889,            0.016185,            0.004591,           0.0026547,             0.00523,             0.00523,             0.00523
                 267,            0.026659,           0.0081421,            0.010153,             0.99222,                   1,               0.995,             0.80025,            0.016477,           0.0046107,           0.0027511,            0.005212,            0.005212,            0.005212
                 268,            0.023692,           0.0095066,           0.0054404,             0.99222,                   1,               0.995,             0.80025,            0.016477,           0.0046107,           0.0027511,            0.005194,            0.005194,            0.005194
                 269,            0.020284,           0.0083371,           0.0063131,             0.98245,             0.99614,               0.995,             0.82303,            0.013623,           0.0044205,           0.0028801,            0.005176,            0.005176,            0.005176
                 270,            0.021167,           0.0064284,            0.013081,             0.98523,             0.97973,               0.995,             0.80233,            0.014939,           0.0046581,           0.0029878,            0.005158,            0.005158,            0.005158
                 271,            0.025958,            0.010518,           0.0074251,             0.94248,             0.97852,               0.976,             0.79602,            0.014645,           0.0046301,           0.0031924,             0.00514,             0.00514,             0.00514
                 272,            0.027461,           0.0083681,           0.0062264,             0.94248,             0.97852,               0.976,             0.79602,            0.014645,           0.0046301,           0.0031924,            0.005122,            0.005122,            0.005122
                 273,            0.022147,           0.0081032,           0.0062109,             0.97799,             0.97857,               0.995,              0.8694,            0.012174,           0.0045658,           0.0031454,            0.005104,            0.005104,            0.005104
                 274,             0.02643,           0.0093888,             0.01208,             0.98748,             0.97983,               0.995,              0.7421,            0.016281,           0.0050028,           0.0029853,            0.005086,            0.005086,            0.005086
                 275,            0.026949,            0.010327,           0.0061821,             0.98402,             0.99696,               0.995,             0.84394,            0.015484,           0.0050669,           0.0029069,            0.005068,            0.005068,            0.005068
                 276,             0.02558,           0.0081361,           0.0081747,             0.98402,             0.99696,               0.995,             0.84394,            0.015484,           0.0050669,           0.0029069,             0.00505,             0.00505,             0.00505
                 277,             0.02344,           0.0081164,            0.010817,             0.98877,             0.99959,               0.995,             0.85803,            0.013387,           0.0050563,           0.0029588,            0.005032,            0.005032,            0.005032
                 278,            0.020074,           0.0078433,           0.0080815,             0.98609,             0.99635,               0.995,             0.85091,            0.013996,           0.0048915,           0.0029735,            0.005014,            0.005014,            0.005014
                 279,            0.021673,           0.0083354,           0.0059007,             0.98566,             0.99601,               0.995,             0.86443,            0.014946,           0.0047186,           0.0029355,            0.004996,            0.004996,            0.004996
                 280,            0.025219,           0.0097316,           0.0065074,             0.98566,             0.99601,               0.995,             0.86443,            0.014946,           0.0047186,           0.0029355,            0.004978,            0.004978,            0.004978
                 281,            0.022402,            0.007226,           0.0047488,             0.98567,             0.99553,               0.995,             0.84207,            0.011671,           0.0044309,           0.0029195,             0.00496,             0.00496,             0.00496
                 282,            0.024889,           0.0081088,           0.0079896,             0.99413,             0.98345,               0.995,             0.85189,            0.018267,           0.0048341,           0.0029511,            0.004942,            0.004942,            0.004942
                 283,             0.03035,           0.0086685,           0.0071736,             0.99087,             0.99743,               0.995,             0.88788,            0.013874,           0.0045518,            0.002865,            0.004924,            0.004924,            0.004924
                 284,            0.021406,           0.0094089,           0.0074181,             0.99087,             0.99743,               0.995,             0.88788,            0.013874,           0.0045518,            0.002865,            0.004906,            0.004906,            0.004906
                 285,            0.020029,           0.0071291,           0.0094577,             0.99553,                   1,               0.995,             0.90025,            0.012194,           0.0043786,           0.0027439,            0.004888,            0.004888,            0.004888
                 286,            0.019701,           0.0083744,           0.0063996,             0.99493,                   1,               0.995,             0.84461,            0.015085,           0.0046274,           0.0026937,             0.00487,             0.00487,             0.00487
                 287,            0.024281,            0.010215,           0.0092185,             0.99368,                   1,               0.995,             0.83504,            0.015358,           0.0045447,           0.0026589,            0.004852,            0.004852,            0.004852
                 288,            0.025016,           0.0095451,           0.0081011,             0.99368,                   1,               0.995,             0.83504,            0.015358,           0.0045447,           0.0026589,            0.004834,            0.004834,            0.004834
                 289,            0.021231,           0.0086397,           0.0065699,             0.99287,                   1,               0.995,             0.87618,            0.012422,           0.0043814,            0.002677,            0.004816,            0.004816,            0.004816
                 290,            0.021484,           0.0090906,           0.0060456,             0.99309,                   1,               0.995,             0.86205,            0.017163,           0.0049349,           0.0026402,            0.004798,            0.004798,            0.004798
                 291,            0.025229,           0.0085965,           0.0083262,             0.99515,                   1,               0.995,             0.81941,            0.015154,           0.0046768,           0.0025957,             0.00478,             0.00478,             0.00478
                 292,            0.025088,            0.010033,           0.0068614,             0.99515,                   1,               0.995,             0.81941,            0.015154,           0.0046768,           0.0025957,            0.004762,            0.004762,            0.004762
                 293,            0.021721,           0.0085709,           0.0074474,             0.99599,                   1,               0.995,             0.85857,             0.01324,           0.0046229,            0.002592,            0.004744,            0.004744,            0.004744
                 294,            0.021316,           0.0075329,           0.0091422,             0.99629,                   1,               0.995,             0.82676,            0.014792,           0.0048199,           0.0025558,            0.004726,            0.004726,            0.004726
                 295,            0.024534,           0.0089338,           0.0071208,             0.99447,                   1,               0.995,             0.84114,            0.013706,           0.0044891,           0.0025143,            0.004708,            0.004708,            0.004708
                 296,            0.024795,            0.010894,           0.0069079,             0.99447,                   1,               0.995,             0.84114,            0.013706,           0.0044891,           0.0025143,             0.00469,             0.00469,             0.00469
                 297,            0.021206,           0.0091716,           0.0049658,             0.98924,                   1,               0.995,              0.8808,            0.012403,           0.0043711,           0.0025829,            0.004672,            0.004672,            0.004672
                 298,            0.021766,           0.0083323,           0.0064564,             0.98133,             0.98034,               0.995,             0.78616,            0.017041,           0.0049442,           0.0028003,            0.004654,            0.004654,            0.004654
                 299,            0.023898,           0.0085906,           0.0063661,             0.95127,             0.98919,               0.995,             0.82067,            0.013301,           0.0045092,           0.0033481,            0.004636,            0.004636,            0.004636
                 300,             0.02345,           0.0075345,           0.0076597,             0.95127,             0.98919,               0.995,             0.82067,            0.013301,           0.0045092,           0.0033481,            0.004618,            0.004618,            0.004618
                 301,            0.023506,           0.0091559,           0.0080886,             0.96062,             0.97619,             0.98476,             0.79126,            0.014247,           0.0045997,           0.0036857,              0.0046,              0.0046,              0.0046
                 302,             0.02229,           0.0086002,           0.0061264,             0.96093,             0.97619,             0.98247,             0.82859,            0.015053,           0.0047741,           0.0037806,            0.004582,            0.004582,            0.004582
                 303,            0.025517,           0.0073415,           0.0090636,             0.96132,             0.97619,              0.9728,             0.79652,            0.015228,           0.0047832,           0.0038529,            0.004564,            0.004564,            0.004564
                 304,            0.024349,           0.0091991,           0.0060269,             0.96132,             0.97619,              0.9728,             0.79652,            0.015228,           0.0047832,           0.0038529,            0.004546,            0.004546,            0.004546
                 305,            0.022756,           0.0069057,           0.0075068,             0.96119,             0.97619,             0.96982,              0.8545,            0.012471,           0.0046546,           0.0039402,            0.004528,            0.004528,            0.004528
                 306,             0.01939,           0.0071819,           0.0088891,             0.96121,             0.97619,             0.96982,             0.83377,            0.013908,           0.0048503,           0.0039304,             0.00451,             0.00451,             0.00451
                 307,             0.02065,           0.0087411,           0.0075123,             0.96167,             0.97619,             0.97583,             0.82804,            0.014586,           0.0047548,           0.0037245,            0.004492,            0.004492,            0.004492
                 308,            0.022735,           0.0085512,            0.010422,             0.96167,             0.97619,             0.97583,             0.82804,            0.014586,           0.0047548,           0.0037245,            0.004474,            0.004474,            0.004474
                 309,            0.017478,           0.0066439,           0.0045127,             0.96313,             0.97778,             0.98567,              0.8571,            0.012982,           0.0045887,           0.0035172,            0.004456,            0.004456,            0.004456
                 310,            0.021137,           0.0072381,           0.0050296,             0.96391,             0.97783,               0.988,             0.86086,            0.017245,           0.0045545,           0.0032619,            0.004438,            0.004438,            0.004438
                 311,            0.028518,           0.0065976,           0.0060532,             0.95097,             0.99325,             0.99267,             0.85912,             0.01375,           0.0044221,           0.0030159,             0.00442,             0.00442,             0.00442
                 312,            0.021055,           0.0078366,           0.0064776,             0.95097,             0.99325,             0.99267,             0.85912,             0.01375,           0.0044221,           0.0030159,            0.004402,            0.004402,            0.004402
                 313,            0.022012,           0.0083127,           0.0045743,             0.99211,               0.981,               0.995,             0.82131,            0.014871,           0.0044683,           0.0026901,            0.004384,            0.004384,            0.004384
                 314,            0.024156,            0.009031,           0.0066227,              0.9928,             0.98292,               0.995,             0.81154,            0.018434,           0.0047784,           0.0026345,            0.004366,            0.004366,            0.004366
                 315,            0.031715,           0.0086787,           0.0052295,             0.99242,             0.98223,               0.995,             0.85648,            0.014157,           0.0044386,           0.0026628,            0.004348,            0.004348,            0.004348
                 316,            0.023718,           0.0080754,           0.0077752,             0.99242,             0.98223,               0.995,             0.85648,            0.014157,           0.0044386,           0.0026628,             0.00433,             0.00433,             0.00433
                 317,            0.018291,           0.0074455,           0.0049159,             0.98944,             0.98069,               0.995,             0.90166,            0.011614,             0.00425,           0.0027373,            0.004312,            0.004312,            0.004312
