               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 485,            0.011583,            0.005556,           0.0026184,             0.99664,                   1,               0.995,             0.90341,           0.0094987,             0.00407,           0.0015768,            0.001288,            0.001288,            0.001288
                 486,            0.014066,           0.0062424,           0.0028122,             0.99668,                   1,               0.995,             0.93786,           0.0085975,           0.0039558,           0.0015687,             0.00127,             0.00127,             0.00127
                 487,            0.013876,           0.0061319,           0.0035254,             0.99667,                   1,               0.995,             0.92257,           0.0078429,           0.0038909,           0.0015614,            0.001252,            0.001252,            0.001252
                 488,            0.015719,           0.0070167,           0.0033678,             0.99667,                   1,               0.995,             0.92257,           0.0078429,           0.0038909,           0.0015614,            0.001234,            0.001234,            0.001234
                 489,            0.015855,           0.0066532,           0.0029794,             0.99664,                   1,               0.995,             0.91345,           0.0084865,           0.0039173,           0.0015523,            0.001216,            0.001216,            0.001216
                 490,            0.013266,           0.0066737,           0.0024669,             0.99667,                   1,               0.995,             0.94474,             0.00776,           0.0038194,           0.0015427,            0.001198,            0.001198,            0.001198
                 491,            0.013484,            0.007022,           0.0033327,             0.99666,                   1,               0.995,             0.95425,           0.0078138,           0.0038056,           0.0015341,             0.00118,             0.00118,             0.00118
                 492,            0.012846,           0.0066945,              0.0029,             0.99666,                   1,               0.995,             0.95425,           0.0078138,           0.0038056,           0.0015341,            0.001162,            0.001162,            0.001162
                 493,            0.014845,           0.0055579,           0.0035918,             0.99663,                   1,               0.995,             0.93555,           0.0082332,           0.0038399,           0.0015193,            0.001144,            0.001144,            0.001144
                 494,            0.014512,           0.0057522,           0.0038823,             0.99666,                   1,               0.995,             0.90828,           0.0094537,           0.0039835,            0.001506,            0.001126,            0.001126,            0.001126
                 495,            0.016029,           0.0061472,           0.0033028,             0.99677,                   1,               0.995,             0.92745,           0.0084531,            0.003862,           0.0014887,            0.001108,            0.001108,            0.001108
                 496,            0.015216,           0.0084064,           0.0088744,             0.99677,                   1,               0.995,             0.92745,           0.0084531,            0.003862,           0.0014887,             0.00109,             0.00109,             0.00109
                 497,             0.01292,           0.0059953,           0.0044098,              0.9967,                   1,               0.995,             0.92275,           0.0087819,           0.0038464,           0.0014758,            0.001072,            0.001072,            0.001072
                 498,            0.014735,           0.0063697,           0.0028711,             0.99665,                   1,               0.995,             0.90696,           0.0085682,           0.0037891,           0.0014592,            0.001054,            0.001054,            0.001054
                 499,            0.017868,           0.0093486,           0.0041994,             0.99667,                   1,               0.995,             0.94404,           0.0079388,            0.003708,           0.0014472,            0.001036,            0.001036,            0.001036
                 500,            0.015077,           0.0055088,           0.0039905,             0.99667,                   1,               0.995,             0.94404,           0.0079388,            0.003708,           0.0014472,            0.001018,            0.001018,            0.001018
                 501,            0.017386,           0.0074739,           0.0041734,             0.99668,                   1,               0.995,             0.94016,           0.0079578,           0.0036935,           0.0014386,               0.001,               0.001,               0.001
                 502,              0.0134,           0.0065866,           0.0040108,              0.9967,                   1,               0.995,             0.93123,           0.0078744,           0.0036671,            0.001439,            0.000982,            0.000982,            0.000982
                 503,            0.011707,           0.0062712,           0.0022874,             0.99666,                   1,               0.995,             0.93728,           0.0078951,           0.0036703,            0.001442,            0.000964,            0.000964,            0.000964
                 504,            0.014465,           0.0067906,           0.0035344,             0.99666,                   1,               0.995,             0.93728,           0.0078951,           0.0036703,            0.001442,            0.000946,            0.000946,            0.000946
                 505,            0.014571,           0.0064312,           0.0045868,             0.99666,                   1,               0.995,             0.92428,           0.0077748,           0.0036571,           0.0014343,            0.000928,            0.000928,            0.000928
                 506,            0.011781,           0.0062509,           0.0026401,             0.99663,                   1,               0.995,              0.9218,           0.0084675,           0.0037288,           0.0014244,             0.00091,             0.00091,             0.00091
                 507,             0.01458,           0.0069876,           0.0039563,             0.99671,                   1,               0.995,             0.91905,           0.0088801,           0.0038104,           0.0014217,            0.000892,            0.000892,            0.000892
                 508,             0.01229,           0.0067751,           0.0029576,             0.99671,                   1,               0.995,             0.91905,           0.0088801,           0.0038104,           0.0014217,            0.000874,            0.000874,            0.000874
                 509,            0.017485,           0.0058129,           0.0035317,             0.99671,                   1,               0.995,             0.92455,           0.0087878,           0.0037992,           0.0014176,            0.000856,            0.000856,            0.000856
                 510,            0.014551,           0.0055765,           0.0030721,             0.99671,                   1,               0.995,             0.93545,           0.0082475,           0.0037233,           0.0014172,            0.000838,            0.000838,            0.000838
                 511,            0.014256,            0.008196,           0.0033537,             0.99675,                   1,               0.995,             0.92347,           0.0085144,            0.003785,           0.0014155,             0.00082,             0.00082,             0.00082
                 512,            0.013443,           0.0060763,           0.0074622,             0.99675,                   1,               0.995,             0.92347,           0.0085144,            0.003785,           0.0014155,            0.000802,            0.000802,            0.000802
                 513,            0.014264,            0.005854,           0.0034008,             0.99676,                   1,               0.995,             0.91702,           0.0086894,           0.0038368,            0.001412,            0.000784,            0.000784,            0.000784
                 514,            0.015366,            0.006122,           0.0053848,              0.9968,                   1,               0.995,             0.93419,            0.008322,           0.0038535,           0.0014049,            0.000766,            0.000766,            0.000766
                 515,            0.011665,            0.005595,           0.0034929,             0.99682,                   1,               0.995,             0.93686,            0.008351,            0.003921,            0.001399,            0.000748,            0.000748,            0.000748
                 516,             0.01293,           0.0065288,           0.0032193,             0.99682,                   1,               0.995,             0.93686,            0.008351,            0.003921,            0.001399,             0.00073,             0.00073,             0.00073
                 517,            0.012798,             0.00663,           0.0029393,             0.99686,                   1,               0.995,             0.93315,           0.0083287,           0.0039813,           0.0013956,            0.000712,            0.000712,            0.000712
                 518,            0.014764,           0.0059028,            0.010897,             0.99686,                   1,               0.995,             0.92601,           0.0082204,           0.0039911,           0.0013943,            0.000694,            0.000694,            0.000694
                 519,            0.014984,           0.0065038,           0.0051363,             0.99689,                   1,               0.995,             0.92175,           0.0082581,           0.0040061,           0.0013884,            0.000676,            0.000676,            0.000676
                 520,            0.012965,           0.0060519,           0.0088013,             0.99689,                   1,               0.995,             0.92175,           0.0082581,           0.0040061,           0.0013884,            0.000658,            0.000658,            0.000658
                 521,            0.015788,           0.0063295,           0.0024937,             0.99685,                   1,               0.995,             0.92894,           0.0083342,            0.004018,           0.0013877,             0.00064,             0.00064,             0.00064
                 522,            0.012635,           0.0054429,           0.0020673,             0.99685,                   1,               0.995,             0.92323,           0.0089336,           0.0040928,           0.0013839,            0.000622,            0.000622,            0.000622
                 523,            0.012105,           0.0058363,           0.0024844,             0.99689,                   1,               0.995,             0.92346,           0.0088785,           0.0041351,            0.001386,            0.000604,            0.000604,            0.000604
                 524,            0.014761,           0.0069045,           0.0065214,             0.99689,                   1,               0.995,             0.92346,           0.0088785,           0.0041351,            0.001386,            0.000586,            0.000586,            0.000586
                 525,            0.015113,           0.0072233,            0.018544,             0.99696,                   1,               0.995,             0.92145,           0.0087051,             0.00412,           0.0013786,            0.000568,            0.000568,            0.000568
                 526,            0.013478,           0.0062666,           0.0027496,             0.99695,                   1,               0.995,             0.92858,           0.0081979,            0.004068,           0.0013717,             0.00055,             0.00055,             0.00055
                 527,            0.013515,           0.0073885,           0.0033154,             0.99702,                   1,               0.995,             0.93758,           0.0084102,           0.0040865,           0.0013647,            0.000532,            0.000532,            0.000532
                 528,             0.01242,           0.0066322,           0.0022775,             0.99702,                   1,               0.995,             0.93758,           0.0084102,           0.0040865,           0.0013647,            0.000514,            0.000514,            0.000514
                 529,            0.014009,           0.0062526,           0.0031094,               0.997,                   1,               0.995,             0.93554,           0.0083685,           0.0040802,           0.0013606,            0.000496,            0.000496,            0.000496
                 530,            0.013062,           0.0059465,           0.0046964,             0.99701,                   1,               0.995,             0.94133,           0.0081544,           0.0040429,           0.0013558,            0.000478,            0.000478,            0.000478
                 531,            0.014879,           0.0071459,           0.0057996,             0.99699,                   1,               0.995,             0.92683,           0.0079958,           0.0040041,           0.0013504,             0.00046,             0.00046,             0.00046
                 532,             0.01588,           0.0082757,           0.0030425,             0.99699,                   1,               0.995,             0.92683,           0.0079958,           0.0040041,           0.0013504,            0.000442,            0.000442,            0.000442
                 533,            0.013187,            0.007007,           0.0039072,             0.99696,                   1,               0.995,             0.92145,           0.0082208,           0.0040324,           0.0013482,            0.000424,            0.000424,            0.000424
                 534,            0.014557,           0.0079118,           0.0029033,             0.99698,                   1,               0.995,             0.92629,           0.0080785,           0.0039863,           0.0013449,            0.000406,            0.000406,            0.000406
                 535,            0.011913,           0.0055265,            0.010089,             0.99695,                   1,               0.995,             0.91969,           0.0081285,           0.0039874,           0.0013435,            0.000388,            0.000388,            0.000388
                 536,            0.013484,           0.0069431,           0.0042597,             0.99695,                   1,               0.995,             0.91969,           0.0081285,           0.0039874,           0.0013435,             0.00037,             0.00037,             0.00037
                 537,            0.013345,           0.0056486,           0.0030206,             0.99696,                   1,               0.995,             0.92085,           0.0081074,           0.0039754,           0.0013406,            0.000352,            0.000352,            0.000352
                 538,            0.015729,            0.005985,           0.0030081,             0.99694,                   1,               0.995,             0.91449,           0.0082214,           0.0039767,           0.0013411,            0.000334,            0.000334,            0.000334
                 539,            0.013649,           0.0076699,           0.0032506,             0.99691,                   1,               0.995,             0.93317,           0.0082479,            0.003955,           0.0013354,            0.000316,            0.000316,            0.000316
                 540,            0.011285,           0.0068557,           0.0018987,             0.99691,                   1,               0.995,             0.93317,           0.0082479,            0.003955,           0.0013354,            0.000298,            0.000298,            0.000298
                 541,            0.011668,           0.0056173,           0.0027993,              0.9969,                   1,               0.995,             0.92591,           0.0085576,           0.0039606,           0.0013278,             0.00028,             0.00028,             0.00028
                 542,            0.013438,           0.0055702,           0.0044021,             0.99688,                   1,               0.995,             0.93055,           0.0083191,           0.0039091,           0.0013271,            0.000262,            0.000262,            0.000262
                 543,             0.01183,           0.0062015,           0.0067636,             0.99686,                   1,               0.995,             0.91986,           0.0082617,            0.003901,            0.001329,            0.000244,            0.000244,            0.000244
                 544,            0.011159,             0.00493,           0.0039553,             0.99686,                   1,               0.995,             0.91986,           0.0082617,            0.003901,            0.001329,            0.000226,            0.000226,            0.000226
                 545,            0.012484,           0.0058887,           0.0041748,             0.99687,                   1,               0.995,             0.92247,           0.0081918,            0.003886,           0.0013268,            0.000208,            0.000208,            0.000208
                 546,            0.012232,           0.0059036,           0.0030988,             0.99688,                   1,               0.995,             0.91901,           0.0082001,           0.0038881,           0.0013279,             0.00019,             0.00019,             0.00019
                 547,            0.014298,           0.0062496,           0.0037649,             0.99692,                   1,               0.995,             0.92167,           0.0082851,           0.0038878,           0.0013271,            0.000172,            0.000172,            0.000172
                 548,            0.013433,           0.0070424,           0.0026379,             0.99692,                   1,               0.995,             0.92167,           0.0082851,           0.0038878,           0.0013271,            0.000154,            0.000154,            0.000154
                 549,             0.01431,           0.0076153,           0.0025306,             0.99689,                   1,               0.995,             0.91665,           0.0083186,           0.0038958,           0.0013252,            0.000136,            0.000136,            0.000136
